name,cri.rate,user.rate,date,content
"
                                    The Sims 4: Cats & Dogs
                                                                    ",80,4.4,11,"
                            Create a variety of cats and dogs, add them to your Sims' homes to forever change their lives, and care for neighbourhood pets as a veterinarian with The Sims 4: Cats & Dogs. The powerful new Create A Pet tool lets you personalise cats and dogs, each with their own unique appearances, distinct behaviours, and for the first time, expressive outfits! These wonderful, lifelong companions will change your Sims' lives in new and special ways. Treat animal ailments as a veterinarian and run your own clinic in a beautiful coastal world where theres so much for your Sims and their pets to discover.
                            "
"
                                    Nidhogg 2
                                                                    ",80,6.1,8,"
                            The rules are simple. Reach the other side and kill anyone that stands in your way. Deftly parry and rend their throats, riddle their bowels with arrows, or squish their brains between your toes. The wurm cares not for chivalry.
                            "
"
                                    Life is Strange: Before the Storm - Episode 1: Awake
                                                                    ",80,7.8,8,"
                            Life is Strange: Before the Storm is a new three part standalone story adventure set three years before the events of the first game. This time play as Chloe Price, a rebel who forms an unlikely friendship with Rachel Amber in a dramatic new story in the BAFTA award winning franchise. 
                            "
"
                                    Ys Seven
                                                                    ",80,7.4,8,"
                            Experience the first ¡§modern-era¡¨ Ys game, now off the small screen for its worldwide PC debut. Features a full party system, dozens of unique combat skills, and a massive overworld to explore. Uncover the secret of the Five Great Dragons, and help Adol Christin save the day once again.
                            "
"
                                    Batman: The Enemy Within - The Telltale Series
                                                                    ",80,6.1,8,"
                            In this latest chapter from the award-winning studio behind Batman - The Telltale Series, both Bruce Wayne and Batman will be forced into precarious new roles. The Riddler has returned to terrorize Gotham City, but his gruesome puzzles merely foreshadow an even greater crisis.
                            "
"
                                    Tales of Berseria
                                                                    ",80,4.5,1,"
                            Players set out on a journey of self-discovery as they assume the role of Velvet, a young woman whose once kind demeanor has been replaced and overcome with a festering anger and hatred after a traumatic experience three years prior to the events within TALES OF BERSERIA. Velvet will join a crew of pirates as they sail across the sea and visit the many islands that make up the sacred kingdom of Midgand in an all-new adventure developed by the celebrated team behind the TALES OF series.
                            "
"
                                    Splasher
                                                                    ",79,7.6,2,"
                            Splasher is a 2D platformer with unique arcade/action gameplay. It offers gamers challenges that require agility, speed and fast reflexes, and is set in a crazy cartoon universe.
                            "
"
                                    Wilson's Heart
                                                                    ",79,7.6,4,"
                            Wilson's Heart is an immersive first-person psychological thriller set in a 1940's hospital that has undergone a haunting transformation. In this original VR adventure, you become Robert Wilson, a patient who awakens to the shocking discovery that his heart has been replaced with a mysterious device. As the hospital hauntings intensify, you and your fellow patients must traverse increasingly maddening corridors, overcome frightening environmental hazards and work together to defeat the sinister inhabitants in your pursuit to reveal who stole your heart... and why. Wilson's Heart leverages an eccentric cast of characters, compelling narrative, striking visuals, and the immersive nature of Touch to bring you into an interactive adventure of mystery unlike any other game. [Twisted Pixel]
                            "
"
                                    A Hat in Time
                                                                    ",79,8.4,10,"
                            A Hat in Time is a 3D collect-a-thon platformer featuring a little girl with a lot of heart! Travel the universe with Hat Kid as you rival the evil Mustache Girl in order to save the world! Unlock new platforming abilities, more combat moves and spice up your attacks with badges attached to your hat!
                            "
"
                                    Rumu
                                                                    ",79,NA,12,"
                            Rumu is an intimate, narrative-driven adventure that follows the path into sentience of a robot vacuum cleaner.
                            "
"
                                    The Inner World: The Last Wind Monk
                                                                    ",79,7.3,10,"
                            The Inner World - The Last Wind Monk takes you back to Asposia on a quest to find the last legendary wind monk. Accompany Robert, Laura and Peck on their journey, encountering many strange characters and saving the family of the flute noses!
                            "
"
                                    Cat Quest
                                                                    ",79,7.7,8,"
                            Cat Quest is an open world RPG set in the pawsome world of cats! In search of your catnapped sister you pounce into the massive continent of Felingard - a world crafted in the style of overworld maps of yore and purring with cat-tastic characters, stories, and puns!
                            "
"
                                    Battle Chasers: Nightwar
                                                                    ",79,7.6,10,"
                            Battle Chasers: Nightwar is an RPG inspired by the classic console greats, featuring deep dungeon diving, turn-based combat presented in a classic JRPG format, and a story driven by exploration of the world. 
                            "
"
                                    Zwei: The Ilvard Insurrection
                                                                    ",79,7,10,"
                            In a world where magic and technology exist side by side, vampire princess Alwen must reclaim her ancestral castle and her magic alongside her unlikely ally, treasure hunter Ragna Valentine. They may make for an odd pair, but when they combine their talents, the sky¡¦s the limit!

                            "
"
                                    Heat Signature
                                                                    ",79,7.5,9,"
                            Heat Signature is a game about randomised space ships that you can sneak aboard. These ships have a randomly generated interior of connected rooms and corridors, and crew that patrol those rooms.
                            "
"
                                    Hearthstone: Heroes of Warcraft - Journey to Un'Goro
                                                                    ",79,4.4,4,"
                            Travel to the forbidding jungles of Un¡¦Goro Crater, where primordial creatures from the dawn of time roam. Here, giant dinosaurs infused with raw magical power mercilessly hunt their prey, prehistoric fauna and flora abound, and unchained elementals run wild with primitive magic. Prepare your decks for the expedition of a lifetime.
                            "
"
                                    EVERSPACE
                                                                    ",79,7.5,5,"
                            EVERSPACE combines fast-paced combat with roguelike elements, great visuals and a captivating story. It takes you on a challenging journey through an ever-changing, beautifully crafted universe full of surprises. Shoot, craft and loot your way to victory while the odds are stacked against you. 
                            "
"
                                    High Hell
                                                                    ",79,7.5,10,"
                            High Hell is a neon-soaked, arcade-action first-person shooter from Terri Vellmann (Heavy Bullets) and Doseone (Enter the Gungeon, Gang Beasts).

                            "
"
                                    Doki Doki Literature Club!
                                                                    ",78,8.4,9,"
                            Hi, Monika here!

Welcome to the Literature Club! It's always been a dream of mine to make something special out of the things I love. Now that you're a club member, you can help me make that dream come true in this cute game!

Every day is full of chit-chat and fun activities with all of my adorable and unique club members:

Sayori, the youthful bundle of sunshine who values happiness the most;
Natsuki, the deceivingly cute girl who packs an assertive punch;
Yuri, the timid and mysterious one who finds comfort in the world of books;
...And, of course, Monika, the leader of the club! That's me!

I'm super excited for you to make friends with everyone and help the Literature Club become a more intimate place for all my members. But I can tell already that you're a sweetheartwill you promise to spend the most time with me?
                            "
"
                                    Fallout 4 VR
                                                                    ",78,5.1,12,"
                            Fallout 4, the legendary post-apocalyptic adventure from Bethesda Game Studios and winner of more than 200 'Best Of' awards, including the DICE and BAFTA Game of the Year, finally comes in its entirety to VR. Fallout 4 VR includes the complete core game with all-new combat, crafting, and building systems fully reimagined for virtual reality. The freedom of exploring the wasteland comes alive like never before. As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.
                            "
"
                                    Vanquish
                                                                    ",78,9,5,"
                            Directed by Shinji Mikami, VANQUISH is a sci-fi shooter of epic proportions with a fast, fluid and frenetic combat system, and an engaging and immersive storyline. Players take the role of Sam, a government agent kitted out with a futuristic battle suit, in a near future world where nations war over the planet's remaining energy resources. A versatile fighter with a huge arsenal of weaponry at his disposal, Sam also has an array of martial arts skills that he can use to take down his robot enemies.
                            "
"
                                    The Disney Afternoon Collection
                                                                    ",78,6.6,4,"
                            Starring a cast of Disney characters, The Disney Afternoon Collection takes you back to a golden era of gaming and afternoons filled with adventure. All six classic games feature new and improved visuals and include filtering options that replicate a retro look and feel. 
                            "
"
                                    Observer
                                                                    ",78,7.8,8,"
                            What would you do if your fears were hacked? >observer_ is a cyberpunk horror game from Bloober Team, the creators of Layers of Fear. Play as an Observer, the new front line of neural police, as you hack into the jagged minds of the insane.
                            "
"
                                    Ken Follett's The Pillars of the Earth
                                                                    ",78,7.6,8,"
                            Based on Ken Follett¡¦s world-bestseller, The Pillars of the Earth retells the story of the village of Kingsbridge in a whole new way. Play as Jack, Aliena, and Philip and change the events of the book through exploration, decision-making and dialogues.
                            "
"
                                    Sniper Elite 4
                                                                    ",78,7,2,"
                            Welcome to Italy, 1943.

Set in the aftermath of its award-winning predecessor, Sniper Elite 4 continues the series World War Two heritage by transporting players across the beautiful Italian peninsula, from sun-drenched Mediterranean coastal towns, to colossal Nazi mega structures, daunting forests and giddying mountain monasteries inspired by Monte Cassino.

Covert agent and elite marksman Karl Fairburne must fight alongside the brave men and women of the Italian Resistance to help free their country from the yoke of Fascism, and defeat a terrifying new threat with the potential to halt the Allied fightback in Europe before its even begun.

If his mission fails, there will be no Operation Overlord, no D-Day landings, and no Victory in Europe.
                            "
"
                                    DiRT 4
                                                                    ",78,5.8,6,"
                            Dirt 4 puts you at the wheel of the most powerful machines ever made as you face the toughest roads and circuits on the planet in rally, rallycross, and landrush.
                            "
"
                                    Marvel's Guardians of the Galaxy: The Telltale Series
                                                                    ",78,7.4,4,"
                            A brand new story of the universe¡¦s unlikeliest heroes: Star-Lord, Gamora, Drax, Rocket, and Groot. Marvel¡¦s Guardians of the Galaxy: The Telltale Series is a five-part episodic series. Players take on multiple roles within the ragtag band of heroes, and take the pilot's seat in directing their escapades around the universe.
                            "
"
                                    RiME
                                                                    ",78,7,5,"
                            The story of a boy who must use his wits and ingenuity to survive - and ultimately escape from - a mysterious island and a terrible curse.

An end, and a new beginning.

A strange island with a sinister secret, and an open-world adventure with a difference. As a boy who finds he is key to solving a series of ancient puzzles, you'll use an enigmatic artefact to manipulate your environment and even time itself.

Thanks to the innovative control offered by the DUALSHOCK 4 controller, you'll find that light, sound and touch are all essential in your bid to escape the island.
                            "
"
                                    Star Trek: Bridge Crew
                                                                    ",78,7.6,5,"
                            Developed specifically for VR, Star Trek: Bridge Crew is the only game to offer a true-to-life level of immersion in the Star Trek universe, where- as officers of the Federation- every action and decision you make together will determine the fate of your ship and crew.
                            "
"
                                    Vaporum
                                                                    ",78,7.3,9,"
                            Vaporum is a grid-based dungeon crawler RPG in an original steampunk setting, inspired by old-school classics of the genre. Stranded in the middle of an ocean, in front of a gigantic tower, the hero has to find out what the place is, what happened there, and most importantly, who he is.
                            "
"
                                    Shadows of Adam
                                                                    ",78,7.5,2,"
                            A legendary hero, Orazio has disappeared, leaving behind a son and adopted daughter. With darkness looming, Kellan and Asrael set off on an epic journey to save their homeland and uncover the truth behind their father¡¦s abrupt disappearance.
                            "
"
                                    Bridge Constructor Portal
                                                                    ",77,6.3,12,"
                            Enter the Aperture Science Enrichment Center and experience Bridge Constructor Portal ¡V the unique merging of the classic Portal and Bridge Constructor games. As a new employee in the Aperture Science test lab, it's your job to build bridges, ramps, slides, and other constructions in 60 test chambers and get the Bendies safely across the finish line in their vehicles. Make use of the many Portal gadgets, like portals, propulsion gel, repulsion gel, aerial faith plates, cubes, and more to bypass the sentry turrets, acid pools and laser barriers, solve switch puzzles, and make it through the test chambers unscathed. Let Ellen McLain, the original voice of GLaDOS, guide you through the tutorial, and learn all the tips and tricks that make a true Aperture Science employee. The bridge is a lie!
                            "
"
                                    The Elder Scrolls Online: Morrowind
                                                                    ",77,6.5,5,"
                            For players who already own The Elder Scrolls Online, adventure awaits in this new chapter of the award-winning online series. Morrowind is on the verge of destruction, and it¡¦s up to you to save it from a deadly Daedric threat. Embark on a dangerous journey through legendary locales.
                            "
"
                                    Figment
                                                                    ",77,7.6,9,"
                            Figment is an action-adventure game that invites you to explore a unique surreal universe filled with music, humor and multi layered narrative. Join Dusty and his ever-optimistic friend, Piper, on an adventure through the different sides of the mind seeking to restore the courage that's been lost.
                            "
"
                                    World of Final Fantasy
                                                                    ",77,7.7,11,"
                            Embark on an adventure unlike any before to an all new WORLD OF FINAL FANTASY. With charming, stylized visuals for both the young and the young at heart, players will collect, raise, and battle iconic monsters by stacking them to form adorable yet strategic monster towers. The memorable legends of FINAL FANTASY come to life in this imaginative, colorful world as an epic story fit for the smallest of heroes unfolds.
                            "
"
                                    Herald: An Interactive Period Drama
                                                                    ",77,NA,2,"
                            Herald is a choice-driven adventure set during colonial times. Board the HLV Herald and uncover its dark secrets in a tale about tyranny and servitude.
                            "
"
                                    Cosmic Star Heroine
                                                                    ",77,6.8,4,"
                            3 exotic planets to explore. Aliens. Robots. Magic. Forbidden technology. Ruined Worlds. Ghosts. Long-lost secrets. Conspiracies. A galactic threat. And one brave heroine to make things right.
                            "
"
                                    Battlestar Galactica Deadlock
                                                                    ",77,7.5,8,"
                            In Battlestar Galactica Deadlock<U+2122> you¡¦ll take command of the Colonial Fleet in defense of the Twelve Colonies during the First Cylon War. Lead many different types of ships in this 3D tactical game. Every decision counts, your strategy will be vital ¡V can you ensure mankind¡¦s survival?
                            "
"
                                    The Long Dark
                                                                    ",77,8.1,8,"
                            Imagine the lights go out, never to return. Bright aurora flare across the sky, and all humanity¡¦s technological might is laid to waste, neutralized in a kind of quiet apocalypse. Everything that has shielded humanity from the disinterested power of Mother Nature is suddenly wrenched from us, dropping us a few links down the food chain. Food and water are scarce. The roads are no longer safe. And winter approaches... Features immersive first-person exploration gameplay featuring an original art style. Take on the role of bush pilot Will Mackenzie, and navigate the savage beauty of the Northern Wilderness while you face the hazards of the new ¡§post-digital¡¨ frontier. In addition to playing Mackenzie in Survival Story mode, experience potentially hundreds of hours of free-form Survival Sandbox gameplay. Push yourself and your skill to last as long as possible in a variety of survival scenarios. [Hinterland Games]
                            "
"
                                    Warhammer 40,000: Dawn of War III
                                                                    ",77,4.5,4,"
                            Jump into a brutal battle between three warring factions In Dawn of War III. You will have no choice but to face your foes when a catastrophic weapon is found on the mysterious world of Acheron. 
                            "
"
                                    Spintires: MudRunner
                                                                    ",77,7.6,10,"
                            Spintires: MudRunner is the ultimate version of the million-seller indie hit Spintires. Like Spintires before it, Spintires: MudRunner puts players in the driver seat and dares them to take charge of incredible all-terrain vehicles, venturing across extreme Siberian landscapes with only a map and compass as guides!

A huge upgrade over its predecessor, this edition comes complete with a brand new Sandbox Map joining the original game's 5 environments, a total graphical overhaul, a new Challenge mode with 9 new dedicated maps, 13 new vehicles and other comprehensive improvements. It's not just an enhanced edition, it's the ultimate off-road simulation experience!

Drive 19 powerful all-terrain vehicles, each with its own characteristics and attachable equipment. Complete your objectives and deliveries by enduring perilous conditions across wild, untamed landscapes in extreme conditions with dynamic day-night cycles. Explore an immersive sandbox environment, enhanced by improved graphics. Overcome muddy terrain, raging rivers and other obstacles that all realistically react to the weight and movement of your vehicle powered by the game's advanced physics engine.

With your map, compass, winch, and your driving skills as allies, go solo or join up to three others in the coop multiplayer. Download mods created by the passionate community for truck-loads of content and an ever-evolving Spintires: MudRunner experience.
                            "
"
                                    Full Throttle Remastered
                                                                    ",77,7.5,4,"
                            Released by LucasArts in 1995, Full Throttle is a classic graphic adventure game from Tim Schafer, telling the story of Ben Throttle butt-kicking leader of biker gang the Polecats, who gets caught up in a tale of Motorcycles, Mayhem and Murder. Now over 20 years later, Full Throttle is back in a remastered edition featuring all new hand-drawn and 3D high-resolution artwork, with remastered audio and music.
Players can switch back and forth between classic and remastered modes, and mix and match audio, graphics and user interface to their heart¡¦s desire. The've also included a concept art browser, and recorded a commentary track with the game¡¦s original creators. 
                            "
"
                                    Life is Strange: Before the Storm
                                                                    ",77,8.1,8,"
                            Life is Strange: Before the Storm is a new three part standalone story adventure set three years before the events of the first game. This time play as Chloe Price, a rebel who forms an unlikely friendship with Rachel Amber in dramatic new story in the BAFTA award winning franchise. 
                            "
"
                                    Batman: The Enemy Within - Episode 1: The Enigma
                                                                    ",76,6.7,8,"
                            Both Bruce Wayne and Batman are forced into precarious new roles. The Riddler has returned to terrorize Gotham City, but his gruesome puzzles merely foreshadow an even greater crisis. With the arrival of a ruthless federal agent and the return of a still nascent Joker, Batman must navigate uneasy alliances while Bruce Wayne undertakes a perilous series of deceptions.
                            "
"
                                    LawBreakers
                                                                    ",76,6.6,8,"
                            Prepare to deliver death from every angle, as you master your skills and compete in unprecedented gravity-defying combat in LawBreakers.
                            "
"
                                    Tacoma
                                                                    ",76,6.4,8,"
                            Tacoma is a narrative-driven adventure set aboard a high-tech space station in the year 2088. Explore every detail of how the station¡¦s crew lived and worked, finding clues that add up to a gripping story of trust, fear, and resolve in the face of disaster.
                            "
"
                                    Secret World Legends
                                                                    ",76,5,6,"
                            Fight a secret war of the supernatural. Where will you stand in the secret war between good and evil as supernatural forces threaten the modern-day world? Use a wide range of weapons and superhuman abilities to destroy the sinister evils that are threatening humanity¡¦s existence.

                            "
"
                                    Old Man's Journey
                                                                    ",76,6.4,5,"
                            Old Man¡¦s Journey, a soul-searching puzzle adventure, tells a story of life, loss, and hope. Interacting with the world around you, you'll shape the landscape to create the old man's path forward. Experience heartache and hope as you embark on a heartfelt journey through a sunkissed world.
                            "
"
                                    Hob
                                                                    ",76,7.3,9,"
                            Awaken to a world in disarray and uncover your role as you explore stunning landscapes and repair the planet itself. Runic Games, the award-winning studio behind Torchlight and Torchlight II, welcomes you to Hob.
                            "
"
                                    Master X Master
                                                                    ",76,7.7,6,"
                            Experience MXM's unique Tag System and quickly swap between two chosen Masters mid-combat, offering a new level of strategy, combos and tactics to master the battlefield.
                            "
"
                                    For Honor
                                                                    ",76,5.3,2,"
                            For Honor is a competitive third-person melee title which mixes speed, strategy and team play with close range combat. The Chosen has survived a thousand years of wandering the southern deserts. Their journey should have wiped them out hundreds of years ago, but they survived thanks to the skill set and focus of their heroes. These individuals hoe to lead their followers to an improbable victory and to establish a new homeland. Striking fear in their enemies, The Warborn warriors sail across the Boiling Sea to raid the southern coast. Known for their fire and passion, they will seek to drive their enemies out of their ancestral lands. On the shoulders of great heroes, The Legions have driven out invaders, conquered any who wouldn't join them, and established hundreds of others to defend what is theirs. Facing invasion on two fronts, these heroes fight to protect their lands form the heathens who would take it. [Ubisoft]
                            "
"
                                    Battlefield 1: They Shall Not Pass
                                                                    ",76,5,3,"
                            NEW MAP: VERDUN HEIGHTS - The opening barrage of the Battle of Verdun created massive forest fires in which players will fight for domination. This is an uphill battle towards the massive fortresses of Verdun. A constant grinding struggle where the artillery never stops. Where the forge and ¡§the Devil¡¦s Anvil¡¨ continues to consume even the bravest combatants. NEW MAP: FORT DE VAUX - The first big engagement inside a fort during World War 1 takes place in the dark underworld of Fort de Vaux. Down in the maze of dark galleries and wet stone corridors, French and Germans fight ferociously with grenades, guns, bayonets, and flamethrowers. Watch your corners. NEW MAP: SOISSONS - Take part in one of the biggest tank assaults of World War 1. The French 10th Army moves to take back Soissons using their powerful Saint Chamond tanks. Planes, tanks, and infantry clash in the beautiful French countryside in the early hours of a hot summer day. Only the thunderstorm is louder than the war. NEW MAP: RUPTURE - In dire need to capture key bridges across the Aisne river, the French find themselves back into battlefields where poppies grow over a rusty wreck from previous tank battles. It might seem calm but this maze of steel beasts provides an excellent place for those who plan an ambush. As the sun sets over Fontenoy, the battle wakes up. [Electronic Arts] 
                            "
"
                                    Outlast 2
                                                                    ",76,6.4,4,"
                            Outlast 2 introduces you to Sullivan Knoth and his followers, who left our wicked world behind to give birth to Temple Gate, a town, deep in the wilderness and hidden from civilization. Knoth and his flock are preparing for the tribulations of the end of times and you¡¦re right in the thick of it. 
                            "
"
                                    Gigantic
                                                                    ",76,8.4,7,"
                            Gigantic is a fast and fluid Strategic Hero Shooter, where you battle against and alongside massive Guardians, in deeply strategic team gameplay. Think fast, be bold, Go Gigantic!
                            "
"
                                    Bulletstorm: Full Clip Edition
                                                                    ",76,6.9,4,"
                            Step into the boots of Grayson Hunt after a crash landing on an abandoned resort planet forces him to make a hard choice: survival or revenge. An exiled member of the elite assassin group Dead Echo, Graysons blind desire for vengeance finds his crew stranded on Stygia where he can finally confront the commander behind his betrayalor get his team off the planet alive.

Battle your way through throngs of Stygias mutated inhabitants, performing masterful kills throughout the single-player campaignor one of 30 competitive score-challenge or 12 co-operative multiplayer mapsusing Bulletstorm: Full Clip Editions unique Skillshot system that rewards you for executing the most creative and deadly kills imaginable.

Bulletstorm: Full Clip edition is the definitive Bulletstorm experience that includes all existing Bulletstorm add-ons, plus brand-new content exclusive to Full Clip!
                            "
"
                                    Future Unfolding
                                                                    ",76,6.8,3,"
                            Future Unfolding lets you explore a mysterious landscape filled with life. Decipher the surreal logic of its world and open up new areas to discover.
                            "
"
                                    Serious Sam's Bogus Detour
                                                                    ",76,8,6,"
                            Serious Sam¡¦s Bogus Detour is a new action-adventure in the Serious Sam saga from Hammerwatch developer Crackshell. Battle through Mediterranean locales, dangerous biological weapons labs and even high-tech moon bases as a one-man wrecking crew or in four-player online cooperative for maximum chaos. Dominate the chaotic Survival and Versus modes or make your own mods, modes, and even total conversions with the include game editor.
                            "
"
                                    Diablo III: Rise of the Necromancer
                                                                    ",76,4.8,6,"
                            Comprised of controlled, calculating individuals, the Priests of Rathma have long known the true stakes at the heart of the Eternal Conflict. Known to uneducated outsiders as Necromancers, these masters of blood, bone, and the dark arts are often misunderstood. Driven to protect the Balance at all costs, those dedicated to walking this path see neither good nor evil in their actions; simply obedience to the cycle of being.
                            "
"
                                    Rick and Morty: Virtual Rick-ality
                                                                    ",75,5.9,4,"
                            Rick and Morty have teleported into your living room for a cutting-edge VR adventure from Adult Swim Games and Owlchemy Labs (Job Simulator). Play as a Morty clone as you explore Rick's garage, the Smith household, and alien worlds. Experience life as a clone of Morty and all the trauma that comes with it. Step through portals to strange worlds, help Rick with his bizarre experiments, and use your hands in VR to pick up and play in an interaction-filled 3D Rick-ality. Follow Rick's directions (or don't!) to solve puzzles and complete missions in this fully voice acted adventure.
                            "
"
                                    Middle-earth: Shadow of War
                                                                    ",75,3.3,10,"
                            Experience an epic open world brought to life by the Nemesis System. Forge a new Ring of Power, conquer Fortresses in massive battles and dominate Mordor with your personal orc army in Middle-earth: Shadow of War. Go behind enemy lines to forge your army, conquer Fortresses and dominate Mordor from within. Experience how the award-winning Nemesis System creates unique personal stories with every enemy and follower, and confront the full power of the Dark Lord Sauron and his Ringwraiths in this epic new story of Middle-earth. In Middle-earth: Shadow of War, nothing will be forgotten.
                            "
"
                                    Last Day of June
                                                                    ",75,7.6,8,"
                            A deep, interactive adventure about love and loss, beautifully depicted and offering an intense cinematic experience. What would you do to save the one you love? 
                            "
"
                                    Absolver
                                                                    ",75,6,8,"
                            Absolver is an online multiplayer combat game where players are placed behind the mask of a Prospect under control of the Guides, the new rulers of the fallen Adal Empire, who will determine your worth in joining their elite corps of Absolvers. 
                            "
"
                                    Stars in Shadow
                                                                    ",75,7.7,1,"
                            Turn-based 4X space strategy with a distinctive artistic style. Compete with alien factions to explore and settle nearby star systems, develop colonies, build fleets to defend against rivals, negotiate with them and conquer them, when necessary. Win by unifying the galaxy, through diplomacy or force.
                            "
"
                                    Ruiner
                                                                    ",75,7.5,9,"
                            RUINER is a brutal action shooter set in the year 2091 in the cyber metropolis Rengkok. A wired sociopath lashes out against a corrupt system to uncover the truth and retrieve his kidnapped brother under the guidance of a secretive hacker friend. 
                            "
"
                                    Get Even
                                                                    ",75,7.6,6,"
                            Cole Black wakes up in an old, abandoned asylum. He is confused and his sole memory is the attempted rescue of a teenage girl with a bomb strapped to her chest. With a strange technology fused to his head ¡V used to read and replay human memory ¡V Black travels into the depths of his own mind to discover the truth about his past. Every step he takes, leads to the mysterious Red, whose intentions it is difficult to guess. Get Even is a game maintained in convention of a thriller, where action is shown in first-person perspective (FPP). Raising fundamental questions about the understanding of justice and reality. The player discovers the story piece-by-piece through exploration of interactive environments.
                            "
"
                                    Attentat 1942
                                                                    ",75,6.7,10,"
                            Attentat 1942 tells the story of Nazi occupation from the perspective of those who experienced it firsthand. The game is built on dialogues, interactive comics, and authentic footage. Speak to eyewitnesses, live their memories, and discover the untold story of your family.
                            "
"
                                    The Darkside Detective
                                                                    ",75,7.3,7,"
                            Join The Darkside Detective, Francis McQueen, as he investigates the bizarre, the supernatural and those missing cat cases that keep getting dropped on his desk. 
                            "
"
                                    The Escapists 2
                                                                    ",75,7.7,8,"
                            Craft, Steal, Brawl and Escape! It¡¦s time to bust out of the toughest prisons in the world as you return to the life of an inmate in The Escapists 2, now with multiplayer! Have you got what it takes to escape?
                            "
"
                                    Ode
                                                                    ",75,7.1,11,"
                            Control and transform Joy, a fallen star who lands in a beautiful land of light and sound. Navigate this mesmerising musical garden in this unique experience completely at your own pace. Bring the world around you to life and return fallen stars to the sky.
                            "
"
                                    Dungeons 3
                                                                    ",75,7.7,10,"
                            At last, the Dungeon Lord has successfully united the forces of evil and established his dark empire. Time for the next step in his most diabolical quest: expansion!
                            "
"
                                    Bomber Crew
                                                                    ",75,7.3,10,"
                            Chocks away! Bomber Crew is a strategic simulation game, where picking the right crew and keeping your bomber in tip top shape is the difference between completing your mission or losing it all.
                            "
"
                                    Life is Strange: Before the Storm - Episode 3: Hell is Empty
                                                                    ",75,6.6,12,"
                            
                            "
"
                                    Sundered
                                                                    ",74,7.5,7,"
                            Sundered is a horrifying fight for survival and sanity, a hand--drawn epic from the ?creators of ?Jotun. You play Eshe, a wanderer in a ruined world, trapped in ever-?-?changing caverns teeming with eldritch horrors. Harness the power of corrupted relics to defeat gigantic bosses, at the cost of your humanity. Resist or embrace.
                            "
"
                                    The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law
                                                                    ",74,6.3,3,"
                            After the events of 'Ties That Bind: Part Two', Javier struggles to find a role in his family. Meanwhile, tension within the walls of Richmond grow. Will Clementine and the rest of the group turn against Javier? It may be time to choose between the family you're born into and the family you've made.
                            "
"
                                    Alone With You
                                                                    ",74,5.6,2,"
                            Alone With You is a sci-fi game for people who love adventure, exploring and maybe even a little romance. You're the last survivor of a doomed space colony, trying to escape a planet before it implodes around you. Along with your troubled AI companion, you'll scan for clues, solve puzzles, and discover the fates of over two-dozen colonists and the secrets of their interwoven lives.
                            "
"
                                    Expeditions: Viking
                                                                    ",74,7.9,4,"
                            Circa 790 AD. A small band of Norse warriors lands on the shores of England. History may have forgotten their names, but their actions live on. As the chieftain of your clan, let ambition guide your choices in the party-based RPG Expeditions: Viking. How will history remember you? 
                            "
"
                                    Mages of Mystralia
                                                                    ",74,8.4,5,"
                            Accompany Zia as she strikes off to train and learn to control her magical abilities that had her exiled. Journey across the lands to meet other exiled mages and uncover runes with magical properties that can be combined into millions of different possibilities, letting you come up with completely new and incredible spells.
                            "
"
                                    Milkmaid of the Milky Way
                                                                    ",74,7.1,1,"
                            Milkmaid of the Milky Way is a classic point-and-click adventure game in rhyme that combines an exciting story with puzzles and exploration. What happens when a young milkmaid sees an alien craft in a fjord in 1920's Norway?
                            "
"
                                    The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows
                                                                    ",74,6.5,5,"
                            After society was ripped apart by undead hands, pockets of civilization emerge from the chaos. But at what cost? Can the living be trusted on this new frontier? Telltale¡¦s latest episodic adventure in the world of the Walking Dead is now available on all your favorite devices.
                            "
"
                                    Oriental Empires
                                                                    ",74,6.5,9,"
                            A turn based 4X strategy game, recreating the civilizations of ancient China. Develop your land, build great cities, raise huge armies and fight epic battles, with hundreds of soldiers fighting right on the game map. Advance your technologies, culture and religion to create one of mankind¡¦s biggest empires. 
                            "
"
                                    Minecraft: Story Mode Season Two - Episode 2: Giant Consequences
                                                                    ",74,4.6,8,"
                            Now that Jesse and the gang have vanquished the Wither Storm, saved the world, and become totally super famous heroes, life has gotten a bit more...complicated. With more responsibilities and less time for adventure, old friendships have started to fade -- at least until Jesse's hand gets stuck in a creepy gauntlet that belongs to an ancient underwater temple. Together with old pals and new comrades alike, Jesse embarks on a brand new journey filled with tough choices, good times, and at least one temperamental llama.
                            "
"
                                    Mirage: Arcane Warfare
                                                                    ",74,3.7,5,"
                            Mirage is a skill-based multiplayer FPS that lets you tear your enemies limb from limb with destructive magic and melee combat. Experiment and find your perfect playstyle between six diverse classes including stealthy assassins, hulking brutes, powerful mages and more. With an unparalleled focus on truly feeling in control of your magic and sword, Mirage demands combat creativity and will challenge you like never before.
                            "
"
                                    Regalia: Of Men and Monarchs
                                                                    ",73,7.7,5,"
                            Regalia: Of Men And Monarchs is a tactical RPG set in a cheerful fantasy world full of weirdness and wonder. Assemble your party, go adventuring, manage your kingdom, make new friends, and defeat your opponents in challenging turn-based combat. 
                            "
